Merchant,Amount,Category,Card,Date,Note
Local Cafe,14.97,Food & Drinks,Citi Rewards,2025-10-10 20:32:50,Pharmacy run
Walmart,606.09,Shopping,Chase Sapphire Preferred,2022-12-14 11:16:59,
AirAsia,1852.85,Travel,UOB One,2021-05-24 10:28:20,Weekend trip
Utilities Co,41.84,Services,DBS Live Fresh,2015-04-22 21:41:13,
Clinic,190.94,Health,HSBC Revolution,2011-06-26 22:50:12,
Zara,384.32,Shopping,Amex Gold,2012-12-12 21:42:19,
Uber,1274.89,Travel,DBS Live Fresh,2015-04-12 10:36:03,
Amazon,600.32,Shopping,DBS Live Fresh,2023-07-19 12:22:39,
Lyft,638.18,Travel,Chase Sapphire Preferred,2021-05-14 13:52:59,Dinner with friends
Steam,114.03,Entertainment,Amex Gold,2017-05-15 06:10:00,
McDonald's,177.43,Food & Drinks,HSBC Revolution,2017-08-11 02:07:36,Gift
KFC,32.98,Food & Drinks,Citi Rewards,2011-02-13 15:50:08,
KFC,52.73,Food & Drinks,Amex Gold,2013-09-22 12:51:09,
Target,853.45,Shopping,Chase Sapphire Preferred,2025-09-17 10:23:58,Delivery fee
Optics,554.17,Health,Chase Sapphire Preferred,2017-06-29 22:28:03,Groceries
Grab,1759.81,Travel,HSBC Revolution,2018-03-24 17:22:14,
Expedia,1966.84,Travel,Amex Gold,2023-03-11 16:35:16,
Netflix,38.57,Services,Chase Sapphire Preferred,2023-02-09 06:43:44,
Grab,1288.55,Travel,HSBC Revolution,2020-07-05 07:04:45,
Pharmacy,340.54,Health,DBS Live Fresh,2023-08-22 10:50:32,
Burger King,158.32,Food & Drinks,DBS Live Fresh,2018-12-28 15:27:08,Household items
Phone Carrier,5.51,Services,Citi Rewards,2021-01-08 12:36:23,Sale promo
Optics,459.33,Health,Amex Gold,2010-03-01 21:53:01,Snacks
Cinema,151.73,Entertainment,DBS Live Fresh,2010-10-04 12:21:57,Hotel deposit
Pharmacy,124.28,Health,Chase Sapphire Preferred,2017-07-23 20:56:34,
Misc Store,339.46,Other,UOB One,2020-01-09 06:09:50,
Concerts,45.80,Entertainment,Amex Gold,2023-07-19 21:12:28,
Spotify,9.74,Services,Amex Gold,2024-10-04 19:30:00,
Zara,45.83,Shopping,HSBC Revolution,2016-04-19 19:57:45,
Decathlon,811.86,Shopping,Amex Gold,2020-01-02 08:14:24,Fuel
Uniqlo,1738.55,Shopping,Amex Gold,2014-04-12 16:52:31,Lunch
Target,1006.04,Shopping,DBS Live Fresh,2012-03-25 23:07:05,
Amazon,787.34,Shopping,DBS Live Fresh,2018-11-10 13:12:23,
Target,1853.06,Shopping,Citi Rewards,2013-03-06 16:15:31,
Concerts,106.42,Entertainment,UOB One,2018-11-26 19:33:57,Hotel deposit
Steam,122.74,Entertainment,Chase Sapphire Preferred,2018-06-24 13:46:13,Fuel
Optics,126.64,Health,Amex Gold,2012-03-19 14:10:41,
Lyft,1402.10,Travel,HSBC Revolution,2017-10-13 10:05:49,Weekend trip
Netflix,73.90,Services,Citi Rewards,2014-11-10 18:01:51,
Concerts,66.62,Entertainment,UOB One,2013-04-09 08:07:58,Groceries
Optics,479.96,Health,Chase Sapphire Preferred,2012-09-09 16:19:37,
Misc Store,46.53,Other,HSBC Revolution,2021-09-27 12:06:30,
Phone Carrier,34.24,Services,DBS Live Fresh,2022-10-10 10:13:44,Lunch
Misc Store,301.59,Other,Citi Rewards,2015-03-03 10:38:18,Sale promo
Zara,914.95,Shopping,Amex Gold,2012-10-29 20:54:58,
Dental Care,276.10,Health,Amex Gold,2014-05-08 10:36:30,
Google,154.18,Other,Amex Gold,2020-01-24 10:04:18,
Arcade,120.70,Entertainment,UOB One,2025-09-23 19:03:37,Airport ride
Local Cafe,76.63,Food & Drinks,DBS Live Fresh,2024-09-10 10:59:03,Snacks
Supermart,145.08,Other,DBS Live Fresh,2018-08-21 23:45:38,Delivery fee
Concerts,18.09,Entertainment,Chase Sapphire Preferred,2024-08-29 13:35:36,Snacks
Shell,862.64,Travel,Amex Gold,2013-10-15 20:24:38,Membership renewal
Apple,289.46,Other,Citi Rewards,2019-09-21 15:41:15,Lunch
Local Cafe,156.03,Food & Drinks,Citi Rewards,2020-05-12 10:01:20,Hotel deposit
Pharmacy,355.40,Health,Citi Rewards,2020-04-17 01:48:03,Hotel deposit
Adobe,37.44,Services,Amex Gold,2010-03-08 19:04:01,
Apple,44.13,Other,DBS Live Fresh,2023-09-19 07:59:39,
Zara,1116.58,Shopping,Amex Gold,2011-08-21 12:47:16,Weekend trip
KFC,89.96,Food & Drinks,DBS Live Fresh,2021-03-05 09:50:43,
Local Cafe,66.51,Food & Drinks,Citi Rewards,2022-09-22 05:19:13,
Steam,28.69,Entertainment,DBS Live Fresh,2019-02-04 09:54:50,
Apple,184.77,Other,DBS Live Fresh,2024-06-08 07:52:35,Airport ride
Optics,218.02,Health,HSBC Revolution,2025-10-13 06:43:34,Gift
Arcade,138.31,Entertainment,Chase Sapphire Preferred,2015-10-20 16:22:53,Delivery fee
Pharmacy,196.82,Health,UOB One,2019-06-06 09:47:51,Lunch
Supermart,373.08,Other,Amex Gold,2012-10-16 02:18:25,Delivery fee
Apple TV+,36.88,Entertainment,UOB One,2018-07-12 09:49:05,
Local Cafe,145.54,Food & Drinks,Chase Sapphire Preferred,2010-06-29 08:32:44,
Decathlon,410.48,Shopping,UOB One,2022-10-11 13:00:11,Airport ride
Pharmacy,53.97,Health,Amex Gold,2011-10-29 15:10:10,
Local Cafe,19.77,Food & Drinks,DBS Live Fresh,2023-05-02 12:11:37,
Arcade,95.24,Entertainment,Citi Rewards,2013-05-10 11:26:33,Coffee
Misc Store,91.97,Other,HSBC Revolution,2024-04-28 10:27:03,Monthly subscription
Expedia,1778.25,Travel,Chase Sapphire Preferred,2025-08-13 20:58:01,Weekend trip
Shell,1318.27,Travel,DBS Live Fresh,2024-01-12 06:09:10,Dinner with friends
Arcade,155.64,Entertainment,HSBC Revolution,2021-08-10 18:26:22,
Pharmacy,55.69,Health,Chase Sapphire Preferred,2017-07-15 18:17:21,Groceries
Concerts,13.09,Entertainment,HSBC Revolution,2020-01-09 20:05:04,
Apple TV+,66.35,Entertainment,Chase Sapphire Preferred,2010-06-24 13:23:40,Monthly subscription
Dental Care,401.84,Health,Chase Sapphire Preferred,2015-02-25 07:52:10,
Starbucks,25.37,Food & Drinks,Chase Sapphire Preferred,2012-10-31 20:29:49,
Starbucks,38.80,Food & Drinks,DBS Live Fresh,2017-12-15 18:12:36,Snacks
Decathlon,883.26,Shopping,Chase Sapphire Preferred,2020-01-11 06:38:15,Fuel
Uber,558.96,Travel,Chase Sapphire Preferred,2011-11-20 10:16:24,
Shell,1577.45,Travel,Chase Sapphire Preferred,2015-05-31 17:04:02,
Lyft,1083.50,Travel,Citi Rewards,2014-01-27 10:38:04,
iCloud,76.88,Services,Amex Gold,2022-09-04 08:59:55,Groceries
McDonald's,137.51,Food & Drinks,Amex Gold,2022-06-15 15:19:30,Monthly subscription
Phone Carrier,29.13,Services,Amex Gold,2017-03-05 08:41:24,
Chipotle,197.15,Food & Drinks,Chase Sapphire Preferred,2020-09-28 15:33:21,Monthly subscription
Supermart,143.34,Other,Citi Rewards,2018-01-31 06:01:28,
KFC,199.41,Food & Drinks,UOB One,2017-05-17 20:58:29,Membership renewal
Apple,73.16,Other,Citi Rewards,2022-12-14 03:01:30,Sale promo
Decathlon,1062.57,Shopping,UOB One,2024-08-14 13:20:39,
Phone Carrier,1.74,Services,Chase Sapphire Preferred,2017-12-11 20:41:54,
Local Shop,5.27,Other,DBS Live Fresh,2023-12-23 13:15:16,
Subway,150.05,Food & Drinks,Chase Sapphire Preferred,2015-01-23 21:06:16,Pharmacy run
Walmart,531.69,Shopping,DBS Live Fresh,2016-12-27 17:10:25,Delivery fee
Clinic,537.36,Health,DBS Live Fresh,2011-08-19 14:44:33,Coffee
Lyft,565.80,Travel,Amex Gold,2021-12-02 19:41:19,
Subway,116.04,Food & Drinks,Amex Gold,2024-05-13 19:10:29,Top-up
Google,215.69,Other,Citi Rewards,2020-04-15 21:41:26,Membership renewal
Apple,85.99,Other,Chase Sapphire Preferred,2011-12-26 09:58:50,
Phone Carrier,6.33,Services,UOB One,2019-03-16 12:38:50,Weekend trip
Steam,115.61,Entertainment,Amex Gold,2014-02-09 05:03:59,
Spotify,44.78,Services,Citi Rewards,2010-10-30 18:03:38,
Optics,383.70,Health,Amex Gold,2010-06-11 14:49:17,Membership renewal
Apple TV+,68.85,Entertainment,Chase Sapphire Preferred,2025-07-24 19:26:33,
Clinic,447.17,Health,Citi Rewards,2022-06-28 08:32:33,
AirAsia,925.53,Travel,Amex Gold,2019-07-04 09:28:42,Fuel
Uber,1999.49,Travel,Amex Gold,2023-12-27 07:43:49,
Utilities Co,16.08,Services,Amex Gold,2018-06-24 14:28:48,Lunch
McDonald's,152.75,Food & Drinks,Amex Gold,2011-12-22 16:10:21,Weekend trip
iCloud,2.55,Services,UOB One,2018-12-27 11:49:20,Household items
Google,388.24,Other,UOB One,2022-11-01 17:18:45,Snacks
Misc Store,146.47,Other,UOB One,2013-09-18 18:06:20,
Cinema,98.39,Entertainment,Chase Sapphire Preferred,2019-06-10 13:57:32,Airport ride
Pharmacy,94.42,Health,Chase Sapphire Preferred,2012-06-16 16:50:57,Hotel deposit
Clinic,562.51,Health,UOB One,2012-12-14 04:42:59,
Adobe,46.23,Services,UOB One,2022-02-12 18:20:43,Weekend trip
Phone Carrier,12.11,Services,UOB One,2010-04-08 18:27:54,
Zara,1876.96,Shopping,Citi Rewards,2018-10-04 12:45:41,
Burger King,32.16,Food & Drinks,HSBC Revolution,2025-02-13 15:07:40,Fuel
Supermart,323.56,Other,Chase Sapphire Preferred,2018-09-20 08:14:21,
Supermart,238.45,Other,Chase Sapphire Preferred,2013-05-09 16:26:27,
Utilities Co,41.06,Services,Citi Rewards,2018-08-18 06:50:32,
Clinic,502.09,Health,UOB One,2010-05-14 11:41:44,Airport ride
Subway,13.90,Food & Drinks,HSBC Revolution,2017-09-01 10:16:36,Fuel
Optics,104.14,Health,DBS Live Fresh,2024-03-28 19:17:03,
Uniqlo,553.67,Shopping,HSBC Revolution,2013-07-11 09:11:56,Hotel deposit
Concerts,120.09,Entertainment,DBS Live Fresh,2011-06-12 05:29:28,Hotel deposit
Optics,439.38,Health,UOB One,2014-03-15 10:37:00,
Pharmacy,260.22,Health,DBS Live Fresh,2018-11-04 09:03:00,Household items
Expedia,791.71,Travel,HSBC Revolution,2025-02-08 10:28:00,Airport ride
Phone Carrier,15.12,Services,DBS Live Fresh,2020-05-13 12:08:08,Top-up
Netflix,62.58,Services,DBS Live Fresh,2013-09-23 10:34:31,Membership renewal
Apple,45.23,Other,Amex Gold,2022-02-21 15:59:27,Sale promo
Amazon,1828.81,Shopping,Chase Sapphire Preferred,2022-11-01 13:34:08,
McDonald's,173.67,Food & Drinks,Amex Gold,2011-12-28 16:25:33,Delivery fee
Optics,516.76,Health,Citi Rewards,2016-03-25 13:02:18,Monthly subscription
Cinema,165.63,Entertainment,Amex Gold,2014-07-18 14:28:12,Sale promo
Utilities Co,13.61,Services,Chase Sapphire Preferred,2011-05-05 16:19:38,
Optics,387.56,Health,UOB One,2015-02-13 06:22:30,
Arcade,136.65,Entertainment,Chase Sapphire Preferred,2025-09-17 22:44:39,Membership renewal
Lyft,1743.66,Travel,DBS Live Fresh,2025-01-29 04:50:51,Top-up
Utilities Co,14.94,Services,HSBC Revolution,2023-03-05 01:51:05,
Cinema,189.50,Entertainment,Amex Gold,2010-06-22 18:45:14,Delivery fee
Shell,581.88,Travel,DBS Live Fresh,2020-05-07 10:09:31,
Utilities Co,23.05,Services,UOB One,2018-05-05 08:18:21,Hotel deposit
Dental Care,343.72,Health,Citi Rewards,2017-05-28 13:30:10,
Apple TV+,54.33,Entertainment,Chase Sapphire Preferred,2025-08-25 17:57:34,Snacks
Local Shop,157.16,Other,Chase Sapphire Preferred,2019-12-20 14:53:53,Pharmacy run
Target,384.43,Shopping,DBS Live Fresh,2016-06-10 09:53:11,Groceries
Misc Store,236.05,Other,Amex Gold,2021-03-12 21:20:46,
Netflix,4.92,Services,Amex Gold,2017-07-03 09:05:24,
Uber,1585.81,Travel,UOB One,2013-01-31 09:15:39,
Adobe,31.95,Services,UOB One,2018-03-14 21:12:08,
Qantas,451.83,Travel,DBS Live Fresh,2011-09-21 14:44:21,
Misc Store,214.12,Other,DBS Live Fresh,2011-12-29 14:41:48,
Lyft,840.70,Travel,Citi Rewards,2015-01-11 16:56:49,Weekend trip
Uber,1453.54,Travel,Amex Gold,2016-10-29 12:44:01,Delivery fee
Lyft,1589.07,Travel,DBS Live Fresh,2018-05-06 09:04:01,
Spotify,68.12,Services,UOB One,2025-10-29 16:10:04,
Supermart,59.07,Other,Amex Gold,2011-02-08 11:19:02,Membership renewal
Burger King,194.71,Food & Drinks,DBS Live Fresh,2020-06-17 02:07:30,Gift
Dental Care,422.03,Health,Chase Sapphire Preferred,2010-02-18 06:23:23,Coffee
KFC,25.68,Food & Drinks,DBS Live Fresh,2011-08-05 08:30:31,Sale promo
IKEA,994.84,Shopping,DBS Live Fresh,2025-10-05 07:34:15,
Decathlon,1817.61,Shopping,Chase Sapphire Preferred,2024-01-05 09:43:07,
Supermart,114.80,Other,UOB One,2021-02-07 18:03:50,Coffee
Clinic,107.07,Health,UOB One,2025-05-07 16:16:13,Coffee
Apple TV+,11.17,Entertainment,UOB One,2022-05-14 15:13:20,Airport ride
Grab,1811.13,Travel,Citi Rewards,2014-11-11 18:11:54,Delivery fee
KFC,101.80,Food & Drinks,Amex Gold,2014-03-18 15:14:19,
Target,97.56,Shopping,UOB One,2025-01-26 20:43:13,Airport ride
Apple TV+,76.97,Entertainment,Citi Rewards,2018-06-28 15:59:59,Household items
Local Cafe,135.28,Food & Drinks,Citi Rewards,2011-03-22 18:14:01,
Pharmacy,477.79,Health,HSBC Revolution,2022-10-14 06:47:36,
Uniqlo,1821.08,Shopping,HSBC Revolution,2021-03-22 08:07:51,
AirAsia,718.84,Travel,Amex Gold,2020-04-01 13:10:08,Weekend trip
IKEA,1523.96,Shopping,Chase Sapphire Preferred,2013-10-01 14:49:16,
Apple,74.60,Other,DBS Live Fresh,2013-12-03 11:28:34,Monthly subscription
Subway,56.12,Food & Drinks,Citi Rewards,2022-07-05 14:18:17,
Walmart,1808.57,Shopping,DBS Live Fresh,2017-11-18 20:31:09,Household items
Walmart,416.35,Shopping,Amex Gold,2023-08-18 09:13:12,Sale promo
Local Cafe,128.67,Food & Drinks,UOB One,2024-06-14 18:14:31,Monthly subscription
Decathlon,1956.85,Shopping,Amex Gold,2011-04-20 07:58:24,Fuel
Walmart,512.02,Shopping,UOB One,2016-06-26 16:39:24,Sale promo
Optics,219.06,Health,Chase Sapphire Preferred,2011-10-28 18:30:05,Monthly subscription
Steam,181.93,Entertainment,Amex Gold,2023-06-06 20:14:23,Sale promo
Starbucks,43.55,Food & Drinks,Chase Sapphire Preferred,2022-12-20 14:07:48,
Arcade,54.29,Entertainment,HSBC Revolution,2011-04-30 19:28:12,
Amazon,1273.71,Shopping,HSBC Revolution,2012-03-06 07:05:29,Gift
Clinic,263.76,Health,HSBC Revolution,2010-09-02 21:25:34,Delivery fee
Spotify,60.25,Services,Chase Sapphire Preferred,2010-04-13 15:26:51,Delivery fee
Clinic,451.96,Health,DBS Live Fresh,2018-09-02 19:20:27,
Supermart,251.87,Other,Amex Gold,2022-12-14 10:50:05,Lunch
Decathlon,617.33,Shopping,DBS Live Fresh,2021-01-20 09:55:12,Coffee
Zara,388.87,Shopping,Citi Rewards,2020-07-05 16:38:18,
Apple TV+,174.90,Entertainment,Amex Gold,2021-03-27 07:44:59,Coffee
Cinema,167.87,Entertainment,UOB One,2023-04-12 08:10:15,
Phone Carrier,66.22,Services,Chase Sapphire Preferred,2021-04-02 14:24:19,
Pharmacy,209.98,Health,Chase Sapphire Preferred,2022-09-27 11:53:44,
Dental Care,480.22,Health,UOB One,2020-04-17 19:12:39,Sale promo
AirAsia,311.16,Travel,DBS Live Fresh,2019-12-13 01:33:00,Top-up
Google,68.30,Other,Amex Gold,2010-09-06 17:52:33,Pharmacy run
Clinic,57.71,Health,DBS Live Fresh,2021-10-23 22:39:29,Lunch
McDonald's,105.00,Food & Drinks,DBS Live Fresh,2020-12-24 15:14:06,
Expedia,628.95,Travel,Chase Sapphire Preferred,2024-12-12 17:10:32,
Clinic,445.20,Health,Amex Gold,2012-02-13 12:48:05,Snacks
Target,1251.34,Shopping,DBS Live Fresh,2013-07-09 16:10:04,Fuel
Apple,304.04,Other,Citi Rewards,2010-02-05 20:03:54,
Phone Carrier,45.51,Services,Citi Rewards,2021-07-04 02:43:40,Groceries
AirAsia,1712.62,Travel,HSBC Revolution,2017-10-16 18:25:54,
Arcade,194.43,Entertainment,Chase Sapphire Preferred,2010-11-10 14:19:21,Dinner with friends
IKEA,773.47,Shopping,Amex Gold,2022-08-26 18:10:30,Snacks
Clinic,410.29,Health,HSBC Revolution,2010-03-22 12:24:51,Coffee
Clinic,546.98,Health,UOB One,2016-05-03 03:42:17,
Dental Care,141.06,Health,DBS Live Fresh,2018-06-07 20:49:50,
Local Cafe,175.76,Food & Drinks,DBS Live Fresh,2013-08-23 23:00:51,
Netflix,57.47,Services,UOB One,2018-01-26 21:50:52,
Target,1853.74,Shopping,Chase Sapphire Preferred,2013-05-28 12:09:53,
KFC,110.41,Food & Drinks,Citi Rewards,2019-01-11 09:13:38,Groceries
Google,247.77,Other,DBS Live Fresh,2019-04-11 07:09:36,Top-up
Qantas,354.88,Travel,Amex Gold,2021-06-10 09:14:43,
Dental Care,263.33,Health,DBS Live Fresh,2013-08-24 09:55:09,
Walmart,1818.06,Shopping,Citi Rewards,2012-03-25 08:19:04,Dinner with friends
Concerts,40.88,Entertainment,Amex Gold,2010-02-03 11:52:24,
Optics,258.50,Health,UOB One,2022-05-21 17:06:40,
Starbucks,53.84,Food & Drinks,UOB One,2015-02-19 08:01:34,Weekend trip
Lyft,1921.12,Travel,HSBC Revolution,2010-06-15 09:06:27,
KFC,189.53,Food & Drinks,UOB One,2010-03-06 17:09:52,
Steam,60.52,Entertainment,UOB One,2019-07-08 10:40:40,Delivery fee
Apple TV+,32.03,Entertainment,Chase Sapphire Preferred,2018-05-13 21:51:43,Hotel deposit
Optics,261.20,Health,UOB One,2023-05-09 11:10:58,Groceries
Decathlon,951.54,Shopping,Amex Gold,2017-09-27 16:26:39,
Local Cafe,39.11,Food & Drinks,DBS Live Fresh,2022-02-23 10:20:29,Pharmacy run
Chipotle,134.60,Food & Drinks,UOB One,2012-11-30 04:06:12,Membership renewal
Lyft,1852.41,Travel,Citi Rewards,2024-09-09 08:46:47,
Google,55.98,Other,UOB One,2014-06-29 08:48:02,
Adobe,18.96,Services,Citi Rewards,2024-11-23 10:04:41,Groceries
Chipotle,29.50,Food & Drinks,UOB One,2023-07-13 13:36:35,Groceries
Pharmacy,435.66,Health,Amex Gold,2010-11-01 08:17:12,Snacks
Phone Carrier,58.06,Services,Chase Sapphire Preferred,2020-10-31 06:58:05,
IKEA,1010.21,Shopping,Amex Gold,2015-04-04 05:36:39,Hotel deposit
Local Shop,196.78,Other,Amex Gold,2019-06-25 07:24:12,Sale promo
Subway,110.02,Food & Drinks,HSBC Revolution,2017-05-07 11:57:46,Delivery fee
Target,1592.98,Shopping,DBS Live Fresh,2010-07-24 15:49:45,Monthly subscription
iCloud,11.45,Services,Chase Sapphire Preferred,2016-10-29 10:55:16,
Clinic,31.96,Health,UOB One,2012-10-17 17:04:50,Sale promo
IKEA,905.20,Shopping,DBS Live Fresh,2023-08-21 17:31:51,Lunch
Supermart,139.73,Other,DBS Live Fresh,2025-07-09 10:26:40,
Dental Care,290.14,Health,HSBC Revolution,2014-02-01 15:32:55,
IKEA,1664.37,Shopping,Citi Rewards,2020-12-23 21:41:13,Membership renewal
Amazon,991.97,Shopping,Amex Gold,2017-01-09 05:40:51,Snacks
Local Shop,190.58,Other,Amex Gold,2025-04-26 11:52:34,Monthly subscription
Phone Carrier,35.94,Services,HSBC Revolution,2010-04-11 12:38:00,Membership renewal
Apple TV+,11.73,Entertainment,Chase Sapphire Preferred,2015-09-15 14:15:47,Dinner with friends
Lyft,543.90,Travel,Citi Rewards,2022-01-27 14:41:41,Sale promo
Uber,1582.77,Travel,Amex Gold,2017-06-18 14:35:56,Gift
Uniqlo,1838.29,Shopping,Citi Rewards,2017-07-30 19:56:49,Dinner with friends
Concerts,191.60,Entertainment,HSBC Revolution,2010-09-28 13:39:02,Lunch
Zara,538.63,Shopping,Amex Gold,2019-11-27 15:45:48,Monthly subscription
Phone Carrier,10.74,Services,Amex Gold,2025-10-21 19:12:15,Pharmacy run
Chipotle,108.22,Food & Drinks,Amex Gold,2014-07-29 15:12:11,
iCloud,22.08,Services,Citi Rewards,2016-05-15 17:06:25,Dinner with friends
Netflix,70.18,Services,Citi Rewards,2020-10-23 13:35:07,Fuel
KFC,62.43,Food & Drinks,UOB One,2022-10-13 01:31:44,
Burger King,89.46,Food & Drinks,Chase Sapphire Preferred,2021-10-23 19:44:01,Fuel
Uniqlo,1713.00,Shopping,UOB One,2016-09-07 03:44:39,Gift
Uniqlo,1173.15,Shopping,DBS Live Fresh,2021-11-29 12:19:30,Delivery fee
iCloud,32.01,Services,DBS Live Fresh,2015-08-09 03:50:51,Lunch
Walmart,1362.05,Shopping,Chase Sapphire Preferred,2022-09-03 12:28:58,
Apple TV+,159.87,Entertainment,Citi Rewards,2017-07-27 00:19:44,
Cinema,82.49,Entertainment,Chase Sapphire Preferred,2016-10-11 05:19:27,Hotel deposit
Phone Carrier,6.08,Services,Citi Rewards,2024-05-23 11:27:50,
Decathlon,1263.04,Shopping,HSBC Revolution,2012-12-23 11:06:50,
Dental Care,551.77,Health,Amex Gold,2023-10-31 13:42:18,Membership renewal
AirAsia,694.20,Travel,DBS Live Fresh,2012-01-31 09:33:04,
Pharmacy,172.23,Health,HSBC Revolution,2022-06-26 11:58:21,
Apple,256.96,Other,HSBC Revolution,2012-04-12 20:28:52,Monthly subscription
Netflix,10.83,Services,Citi Rewards,2012-04-12 07:11:39,Sale promo
Qantas,1011.68,Travel,HSBC Revolution,2011-02-24 14:12:25,
Arcade,127.14,Entertainment,UOB One,2023-01-23 16:05:49,Pharmacy run
Grab,64.69,Travel,UOB One,2018-09-18 05:32:10,
Amazon,1327.75,Shopping,DBS Live Fresh,2019-04-04 21:10:08,Household items
Apple,374.32,Other,Citi Rewards,2024-06-08 09:05:23,
KFC,139.24,Food & Drinks,DBS Live Fresh,2020-09-19 16:52:00,Weekend trip
Arcade,158.73,Entertainment,Chase Sapphire Preferred,2022-02-04 20:01:24,
Chipotle,117.76,Food & Drinks,Amex Gold,2024-11-01 18:15:48,
Grab,1685.00,Travel,Citi Rewards,2011-04-21 20:53:38,
Lyft,921.62,Travel,DBS Live Fresh,2018-11-17 20:17:12,Top-up
Burger King,54.76,Food & Drinks,Chase Sapphire Preferred,2018-12-22 12:53:17,Household items
Apple,70.91,Other,DBS Live Fresh,2024-03-04 17:34:35,
Local Shop,335.00,Other,HSBC Revolution,2022-09-08 15:12:09,
Walmart,121.25,Shopping,Citi Rewards,2011-12-17 11:53:32,
Local Shop,319.03,Other,DBS Live Fresh,2024-12-30 12:10:58,Top-up
Local Cafe,129.32,Food & Drinks,HSBC Revolution,2010-07-18 12:09:04,Lunch
Utilities Co,51.80,Services,Citi Rewards,2021-04-18 10:23:56,Dinner with friends
Apple,177.00,Other,Amex Gold,2025-02-18 13:26:04,Top-up
iCloud,54.34,Services,Amex Gold,2024-07-21 14:21:16,
Cinema,126.60,Entertainment,HSBC Revolution,2021-02-03 11:53:04,Weekend trip
Misc Store,360.73,Other,HSBC Revolution,2021-02-03 19:32:23,
Lyft,1870.35,Travel,Chase Sapphire Preferred,2024-12-14 10:17:38,Dinner with friends
Phone Carrier,37.99,Services,DBS Live Fresh,2020-09-14 07:52:26,
Supermart,188.03,Other,Citi Rewards,2022-09-11 04:53:01,
Amazon,469.52,Shopping,UOB One,2019-05-21 20:27:25,Snacks
Supermart,394.15,Other,Citi Rewards,2015-08-21 12:36:02,Monthly subscription
Arcade,85.39,Entertainment,DBS Live Fresh,2015-05-03 06:24:31,
Clinic,291.71,Health,HSBC Revolution,2023-07-24 12:22:53,
Cinema,188.65,Entertainment,UOB One,2015-11-10 15:14:07,Fuel
Concerts,133.54,Entertainment,Chase Sapphire Preferred,2010-10-16 03:38:38,Weekend trip
Target,1050.34,Shopping,Citi Rewards,2017-05-11 06:43:05,Household items
Burger King,92.55,Food & Drinks,Chase Sapphire Preferred,2024-10-06 16:03:57,
Amazon,514.98,Shopping,HSBC Revolution,2015-10-23 18:37:14,Sale promo
AirAsia,1048.19,Travel,Amex Gold,2015-02-23 10:20:46,Membership renewal
Uber,840.52,Travel,DBS Live Fresh,2012-12-10 18:57:52,
Apple,347.59,Other,Amex Gold,2013-12-19 11:29:49,
Dental Care,560.03,Health,UOB One,2023-11-05 03:04:21,Lunch
Apple TV+,176.02,Entertainment,UOB One,2019-03-15 09:49:27,Delivery fee
Misc Store,335.94,Other,HSBC Revolution,2015-02-25 11:57:49,
KFC,178.80,Food & Drinks,Citi Rewards,2011-02-18 05:02:59,Delivery fee
Optics,369.36,Health,DBS Live Fresh,2017-07-18 10:11:30,Monthly subscription
Burger King,192.62,Food & Drinks,DBS Live Fresh,2012-12-29 23:22:08,
Apple TV+,42.94,Entertainment,Citi Rewards,2020-05-12 18:36:16,Dinner with friends
Apple,368.43,Other,HSBC Revolution,2025-01-02 10:41:26,
Phone Carrier,74.12,Services,Citi Rewards,2023-11-21 08:51:10,Hotel deposit
Clinic,121.68,Health,DBS Live Fresh,2023-10-27 16:52:09,Airport ride
Amazon,1471.88,Shopping,DBS Live Fresh,2025-05-21 21:04:08,Pharmacy run
Decathlon,219.31,Shopping,UOB One,2022-09-16 23:02:06,Coffee
Grab,624.12,Travel,Chase Sapphire Preferred,2012-03-21 16:37:03,Pharmacy run
Apple,331.60,Other,UOB One,2024-01-18 16:39:40,
Lyft,413.22,Travel,DBS Live Fresh,2015-01-12 14:52:06,Delivery fee
Apple TV+,137.55,Entertainment,Chase Sapphire Preferred,2013-01-05 19:39:04,Delivery fee
Shell,454.29,Travel,DBS Live Fresh,2015-01-29 16:41:35,
Utilities Co,49.04,Services,Amex Gold,2018-01-12 09:58:24,Household items
Local Shop,51.58,Other,Amex Gold,2023-01-12 17:31:53,
Supermart,273.43,Other,HSBC Revolution,2012-04-27 12:50:01,
Local Shop,207.63,Other,HSBC Revolution,2014-04-21 21:25:18,Snacks
Uniqlo,1326.11,Shopping,Citi Rewards,2016-08-01 08:23:32,
Spotify,7.90,Services,Chase Sapphire Preferred,2024-10-23 09:18:46,
Burger King,95.55,Food & Drinks,UOB One,2015-06-10 11:58:18,Coffee
Google,364.05,Other,Amex Gold,2011-11-18 19:23:59,Household items
Phone Carrier,18.32,Services,Amex Gold,2014-01-03 22:46:09,
Misc Store,6.51,Other,UOB One,2018-10-21 22:24:43,
iCloud,38.14,Services,Chase Sapphire Preferred,2014-11-24 18:33:59,
Apple,193.70,Other,DBS Live Fresh,2020-07-28 14:06:50,
Uber,1599.30,Travel,DBS Live Fresh,2019-06-23 06:59:44,
Utilities Co,9.37,Services,HSBC Revolution,2016-02-09 17:10:31,Lunch
Adobe,76.68,Services,HSBC Revolution,2022-11-21 11:54:52,Groceries
Starbucks,168.72,Food & Drinks,UOB One,2023-03-08 08:10:12,Weekend trip
Supermart,227.38,Other,UOB One,2024-10-01 06:06:50,Lunch
Spotify,31.62,Services,UOB One,2023-07-31 17:38:45,Fuel
